id,question,answer,category,manufacturer
FC-0149,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Volvo Penta
FC-0150,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Mitsubishi
FC-0151,Hvilke identifikasjonsdata er viktigst for Cummins?,"Kontroller ESN, CPL og dataplate og verifiser opplysningene i QuickServe / BOM.",kjølesystem,Cummins
FC-0152,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,MAN
FC-0153,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Scania
FC-0154,"Hvordan forklarer du kunden hvorfor model code, serial number og marine gear/saildrive trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Yanmar
FC-0155,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Caterpillar (CAT)
FC-0156,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Volvo Penta
FC-0157,Hva må verifiseres før serviceintervall oppgis for Mitsubishi?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0158,Hva gjør du hvis kunden bare oppgir Cummins og modellnavn?,"Be om ESN, CPL og dataplate, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Cummins
FC-0159,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,MAN
FC-0160,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Scania
FC-0161,Hvilke identifikasjonsdata er viktigst for Yanmar?,"Kontroller model code, serial number og marine gear/saildrive og verifiser opplysningene i Yanmar parts documentation.",kjølesystem,Yanmar
FC-0162,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Caterpillar (CAT)
FC-0163,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Volvo Penta
FC-0164,"Hvordan forklarer du kunden hvorfor engine model, serial number og mariniseringsleverandør trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Mitsubishi
FC-0165,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Cummins
FC-0166,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,MAN
FC-0167,Hva må verifiseres før serviceintervall oppgis for Scania?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Scania parts catalogue.",kjølesystem,Scania
FC-0168,Hva gjør du hvis kunden bare oppgir Yanmar og modellnavn?,"Be om model code, serial number og marine gear/saildrive, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Yanmar
FC-0169,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Caterpillar (CAT)
FC-0170,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Volvo Penta
FC-0171,Hvilke identifikasjonsdata er viktigst for Mitsubishi?,"Kontroller engine model, serial number og mariniseringsleverandør og verifiser opplysningene i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0172,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Cummins
FC-0173,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,MAN
FC-0174,"Hvordan forklarer du kunden hvorfor engine number, application og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Scania
FC-0175,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Yanmar
FC-0176,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Caterpillar (CAT)
FC-0177,Hva må verifiseres før serviceintervall oppgis for Volvo Penta?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-0178,Hva gjør du hvis kunden bare oppgir Mitsubishi og modellnavn?,"Be om engine model, serial number og mariniseringsleverandør, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Mitsubishi
FC-0179,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Cummins
FC-0180,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,MAN
FC-0181,Hvilke identifikasjonsdata er viktigst for Scania?,"Kontroller engine number, application og rating og verifiser opplysningene i Scania parts catalogue.",kjølesystem,Scania
FC-0182,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Yanmar
FC-0183,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Caterpillar (CAT)
FC-0184,"Hvordan forklarer du kunden hvorfor Engine Type, Serial Number og Product Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Volvo Penta
FC-0185,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Mitsubishi
FC-0186,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Cummins
FC-0187,Hva må verifiseres før serviceintervall oppgis for MAN?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i MAN service documentation.",kjølesystem,MAN
FC-0188,Hva gjør du hvis kunden bare oppgir Scania og modellnavn?,"Be om engine number, application og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Scania
FC-0189,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Yanmar
FC-0190,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Caterpillar (CAT)
FC-0191,Hvilke identifikasjonsdata er viktigst for Volvo Penta?,"Kontroller Engine Type, Serial Number og Product Number og verifiser opplysningene i Volvo Penta parts documentation.",kjølesystem,Volvo Penta
FC-0192,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Mitsubishi
FC-0193,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Cummins
FC-0194,"Hvordan forklarer du kunden hvorfor engine type, engine number og rating trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,MAN
FC-0195,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Scania
FC-0196,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Yanmar
FC-0197,Hva må verifiseres før serviceintervall oppgis for Caterpillar (CAT)?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0198,Hva gjør du hvis kunden bare oppgir Volvo Penta og modellnavn?,"Be om Engine Type, Serial Number og Product Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Volvo Penta
FC-0199,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Mitsubishi
FC-0200,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Cummins
FC-0201,Hvilke identifikasjonsdata er viktigst for MAN?,"Kontroller engine type, engine number og rating og verifiser opplysningene i MAN service documentation.",kjølesystem,MAN
FC-0202,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Scania
FC-0203,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Yanmar
FC-0204,"Hvordan forklarer du kunden hvorfor ESN, Serial Number Prefix og Arrangement Number trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Caterpillar (CAT)
FC-0205,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Volvo Penta
FC-0206,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Mitsubishi
FC-0207,Hva må verifiseres før serviceintervall oppgis for Cummins?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i QuickServe / BOM.",kjølesystem,Cummins
FC-0208,Hva gjør du hvis kunden bare oppgir MAN og modellnavn?,"Be om engine type, engine number og rating, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,MAN
FC-0209,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Scania
FC-0210,Hvorfor holder det ikke med bilde av delen alene?,"Fordi bilde sjelden bekrefter motorvariant, posisjon, produksjonsperiode eller supersession.",eksosanlegg,Yanmar
FC-0211,Hvilke identifikasjonsdata er viktigst for Caterpillar (CAT)?,"Kontroller ESN, Serial Number Prefix og Arrangement Number og verifiser opplysningene i SIS / Parts Manual.",kjølesystem,Caterpillar (CAT)
FC-0212,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,Volvo Penta
FC-0213,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Mitsubishi
FC-0214,"Hvordan forklarer du kunden hvorfor ESN, CPL og dataplate trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Cummins
FC-0215,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,MAN
FC-0216,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Scania
FC-0217,Hva må verifiseres før serviceintervall oppgis for Yanmar?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Yanmar parts documentation.",kjølesystem,Yanmar
FC-0218,Hva gjør du hvis kunden bare oppgir Caterpillar (CAT) og modellnavn?,"Be om ESN, Serial Number Prefix og Arrangement Number, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Caterpillar (CAT)
FC-0219,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,Volvo Penta
FC-0220,Hva er forskjellen på symptom og årsak?,Symptom er det kunden opplever; årsak er teknisk feil som må bekreftes med kontroll eller diagnose.,eksosanlegg,Mitsubishi
FC-0221,Hvilke identifikasjonsdata er viktigst for Cummins?,"Kontroller ESN, CPL og dataplate og verifiser opplysningene i QuickServe / BOM.",kjølesystem,Cummins
FC-0222,Hva bør du spørre om når kunden melder vannlekkasje eller varmgang?,"Avklar når symptomet oppstår, siste service, motoridentitet og om korrosjon, vanninjeksjon, slange og mottrykk er kontrollert.",eksosanlegg,MAN
FC-0223,Hva er vanlig feil ved bestilling av impeller?,"Å bestille fra bilde eller gammelt nummer uten å kontrollere variant, posisjon og supersession.",kjølesystem,Scania
FC-0224,"Hvordan forklarer du kunden hvorfor model code, serial number og marine gear/saildrive trengs?","Forklar at samme modell kan ha flere varianter, og at identifikasjonen hindrer feil del og ny driftsstans.",eksosanlegg,Yanmar
FC-0225,Hvilket system hører impeller oftest til?,"impeller vurderes i kjølesystem, men monteringsposisjon og produsentdata må bekreftes.",kjølesystem,Caterpillar (CAT)
FC-0226,Hva skal stå i et godt saksnotat?,"Kunde, motoridentitet, symptom, bilder, vurdering, valgt del, kilde, forbehold og neste steg.",eksosanlegg,Volvo Penta
FC-0227,Hva må verifiseres før serviceintervall oppgis for Mitsubishi?,"Produsentens vedlikeholdsplan, motorvariant, driftstimer, kalenderkrav, belastning og miljø i Mitsubishi/mariniseringsdokumentasjon.",kjølesystem,Mitsubishi
FC-0228,Hva gjør du hvis kunden bare oppgir Cummins og modellnavn?,"Be om ESN, CPL og dataplate, bilde av skilt og informasjon om applikasjon før del bekreftes.",eksosanlegg,Cummins
FC-0229,Hvorfor kan høy temperatur ha flere mulige årsaker?,"Fordi kjølesystem påvirkes av flere komponenter, blant annet sjøvannsfilter, impeller, varmeveksler og termostat.",kjølesystem,MAN
